2025-04-17 12:18:23,15.0
2025-04-17 12:18:27,12.6
2025-04-17 12:18:31,12.4
2025-04-17 12:18:35,13.3
2025-04-17 12:18:39,11.9
2025-04-17 12:18:43,11.0
2025-04-17 12:18:47,9.9
2025-04-17 12:18:51,12.2
2025-04-17 12:18:55,12.8
2025-04-17 12:18:59,13.9
2025-04-17 12:19:03,12.1
2025-04-17 12:19:07,10.8
2025-04-17 12:19:11,11.7
2025-04-17 12:19:15,17.0
2025-04-17 12:19:19,16.0
2025-04-17 12:19:23,11.4
2025-04-17 12:19:27,10.2
2025-04-17 12:19:32,12.2
2025-04-17 12:19:36,12.5
2025-04-17 12:19:40,13.7
2025-04-17 12:19:44,10.0
2025-04-17 12:19:48,14.6
2025-04-17 12:19:52,9.7
2025-04-17 12:19:56,11.8
2025-04-17 12:20:00,13.3
2025-04-17 12:20:04,15.1
2025-04-17 12:20:08,13.5
2025-04-17 12:20:12,9.6
2025-04-17 12:20:16,13.0
2025-04-17 12:20:20,13.2
2025-04-17 12:20:24,13.9
2025-04-17 12:20:28,11.5
2025-04-17 12:20:32,17.2
2025-04-17 12:20:36,12.6
2025-04-17 12:20:41,12.6
2025-04-17 12:20:45,13.4
2025-04-17 12:20:49,15.9
2025-04-17 12:20:53,12.2
2025-04-17 12:20:57,12.6
2025-04-17 12:21:01,16.1
2025-04-17 12:21:05,13.9
2025-04-17 12:21:09,12.4
2025-04-17 12:21:13,9.4
2025-04-17 12:21:17,12.1
2025-04-17 12:21:21,12.1
2025-04-17 12:21:25,15.3
2025-04-17 12:21:29,10.9
2025-04-17 12:21:33,9.7
2025-04-17 12:21:37,14.0
2025-04-17 12:21:41,9.6
2025-04-17 12:21:45,12.7
2025-04-17 12:21:50,12.5
2025-04-17 12:21:54,13.3
2025-04-17 12:21:58,10.8
2025-04-17 12:22:02,12.0
2025-04-17 12:22:06,12.5
2025-04-17 12:22:10,768.9
2025-04-17 12:22:15,
2025-04-17 12:22:22,
2025-04-17 12:22:29,
2025-04-17 12:22:36,
